id,text,route_airports,q_line,fir,q_code,traffic,purpose,scope,lower_limit,upper_limit,coords_radius,a_field,b_field,c_field,d_field,e_field,category,severity
KATL-03-151,"03/151 NOTAMR 
Q) KZTL/QICAS/IV/NBO/A/000/999/3338N08425W025 
A) KATL 
B) 2603091244 
C) 2705012111EST 

E) ILS RWY 27L IM U/S",KATL,KZTL/QICAS/IV/NBO/A/000/999/3338N08425W025,KZTL,QICAS,IV,NBO,A,0.0,999.0,3338N08425W025,KATL,2603091244,2705012111EST,,ILS RWY 27L IM U/S,navaid,critical
KATL-03-152,"03/152 NOTAMR 
Q) KZTL/QICAS/IV/NBO/A/000/999/3338N08425W025 
A) KATL 
B) 2603091245 
C) 2705012111EST 

E) ILS RWY 09R IM U/S",KATL,KZTL/QICAS/IV/NBO/A/000/999/3338N08425W025,KZTL,QICAS,IV,NBO,A,0.0,999.0,3338N08425W025,KATL,2603091245,2705012111EST,,ILS RWY 09R IM U/S,navaid,critical
KATL-6-8135,"Q) KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005
A) KATL
B) 2603131558
C) 2610231558EST
E) ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) PRM RWY 9R, ORIG-A...
LNAV/VNAV DA 1516/HAT 490 ALL CATS, VIS ALL CATS RVR 5000. TEMPORARY CRANE 1305 MSL 3585FT N OF RWY 9R (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 2966FT N OF RWY 9R (2024-ASO-5839 THRU 5843-NRA).",KATL,KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005,KZTL,QPIXX,I,NBO,A,0.0,999.0,3338N08425W005,KATL,2603131558,2610231558EST,,"ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) PRM RWY 9R, ORIG-A...
LNAV/VNAV DA 1516/HAT 490 ALL CATS, VIS ALL CATS RVR 5000. TEMPORARY CRANE 1305 MSL 3585FT N OF RWY 9R (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 2966FT N OF RWY 9R (2024-ASO-5839 THRU 5843-NRA).",navaid,advisory
KATL-03-278,"03/278 NOTAMN 
Q) KZTL/QIIAS/IV/B/A/000/999/3338N08425W025 
A) KATL 
B) 2603171211 
C) 2711072111EST 

E) ILS RWY 28 IM U/S",KATL,KZTL/QIIAS/IV/B/A/000/999/3338N08425W025,KZTL,QIIAS,IV,B,A,0.0,999.0,3338N08425W025,KATL,2603171211,2711072111EST,,ILS RWY 28 IM U/S,navaid,critical
KATL-03-296,"03/296 NOTAMN 
Q) KZTL/QIIAS/IV/B/A/000/999/3338N08425W025 
A) KATL 
B) 2603181657 
C) 2711082111EST 

E) ILS RWY 08L IM U/S",KATL,KZTL/QIIAS/IV/B/A/000/999/3338N08425W025,KZTL,QIIAS,IV,B,A,0.0,999.0,3338N08425W025,KATL,2603181657,2711082111EST,,ILS RWY 08L IM U/S,navaid,critical
KATL-6-0792,"Q) KZTL/QPIAO/I/NBO/A/000/999/3338N08425W005
A) KATL
B) 2603191247
C) 2607301244EST
E) ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS OR LOC RWY 9L, AMDT 11...
RADAR OR DME REQUIRED EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS.
VDP NA.
I-HZK DME OUT OF SERVICE.",KATL,KZTL/QPIAO/I/NBO/A/000/999/3338N08425W005,KZTL,QPIAO,I,NBO,A,0.0,999.0,3338N08425W005,KATL,2603191247,2607301244EST,,"ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS OR LOC RWY 9L, AMDT 11...
RADAR OR DME REQUIRED EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS.
VDP NA.
I-HZK DME OUT OF SERVICE.",navaid,advisory
KATL-6-1903,"Q) KZTL/QXXXX/I/NBO/A/000/999/3338N08425W025
A) KATL
B) 2603201937
C) 2610301935EST
E) IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS RWY 8L (CAT II-III), AMDT 6 ...
S-ILS 8L CAT II NA EXCEPT FOR AIRCRAFT WITH RADIO ALTIMETER. I-HFW INNER MARKER OUT OF SERVICE.",KATL,KZTL/QXXXX/I/NBO/A/000/999/3338N08425W025,KZTL,QXXXX,I,NBO,A,0.0,999.0,3338N08425W025,KATL,2603201937,2610301935EST,,"IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS RWY 8L (CAT II-III), AMDT 6 ...
S-ILS 8L CAT II NA EXCEPT FOR AIRCRAFT WITH RADIO ALTIMETER. I-HFW INNER MARKER OUT OF SERVICE.",navaid,advisory
KATL-6-1906,"Q) KZTL/QXXXX/I/NBO/A/000/999/3338N08425W025
A) KATL
B) 2603201942
C) 2610301939EST
E) IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS RWY 28 (CAT II), AMDT 5 ...
S-ILS 28 CAT II NA EXCEPT FOR AIRCRAFT WITH RADIO ALTIMETER. I-PKU INNER MARKER OUT OF SERVICE.",KATL,KZTL/QXXXX/I/NBO/A/000/999/3338N08425W025,KZTL,QXXXX,I,NBO,A,0.0,999.0,3338N08425W025,KATL,2603201942,2610301939EST,,"IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS RWY 28 (CAT II), AMDT 5 ...
S-ILS 28 CAT II NA EXCEPT FOR AIRCRAFT WITH RADIO ALTIMETER. I-PKU INNER MARKER OUT OF SERVICE.",navaid,advisory
KATL-6-1924,"Q) KZTL/QXXXX/I/NBO/A/000/999/3338N08425W025
A) KATL
B) 2603201954
C) 2610301953EST
E) IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS RWY 27L (CAT II), AMDT 19 ...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH RADIO ALITMETER. I-FSQ INNER MARKER OUT OF SERVICE.",KATL,KZTL/QXXXX/I/NBO/A/000/999/3338N08425W025,KZTL,QXXXX,I,NBO,A,0.0,999.0,3338N08425W025,KATL,2603201954,2610301953EST,,"IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS RWY 27L (CAT II), AMDT 19 ...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH RADIO ALITMETER. I-FSQ INNER MARKER OUT OF SERVICE.",navaid,advisory
KATL-6-1928,"Q) KZTL/QXXXX/I/NBO/A/000/999/3338N08425W025
A) KATL
B) 2603201955
C) 2610301955EST
E) IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS RWY 9R (CAT II-III), AMDT 20 ...
CAT II NA EXCEPT FOR AIRCRAFT EQUIPPED WITH RADIO ALTIMETER. I-FUN INNER MARKER OUT OF SERVICE.",KATL,KZTL/QXXXX/I/NBO/A/000/999/3338N08425W025,KZTL,QXXXX,I,NBO,A,0.0,999.0,3338N08425W025,KATL,2603201955,2610301955EST,,"IAP HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
ILS RWY 9R (CAT II-III), AMDT 20 ...
CAT II NA EXCEPT FOR AIRCRAFT EQUIPPED WITH RADIO ALTIMETER. I-FUN INNER MARKER OUT OF SERVICE.",navaid,advisory
KATL-6-5305,"Q) KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005
A) KATL
B) 2603280514
C) 2611070514EST
E) ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) RWY 9R, AMDT 4B...
LNAV/VNAV DA 1516/HAT 490 ALL CATS, VIS ALL CATS RVR 5000. LNAV MDA 1620/HAT 594 ALL CATS, VIS CATS C/D 1 1/4. VDP 1.6 NM TO RW09R. TEMPORARY CRANE 1305 MSL 3585FT N OF RWY 9R (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 2966FT N OF RWY 9R (2024-ASO-5839 THRU 5843-NRA).",KATL,KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005,KZTL,QPIXX,I,NBO,A,0.0,999.0,3338N08425W005,KATL,2603280514,2611070514EST,,"ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) RWY 9R, AMDT 4B...
LNAV/VNAV DA 1516/HAT 490 ALL CATS, VIS ALL CATS RVR 5000. LNAV MDA 1620/HAT 594 ALL CATS, VIS CATS C/D 1 1/4. VDP 1.6 NM TO RW09R. TEMPORARY CRANE 1305 MSL 3585FT N OF RWY 9R (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 2966FT N OF RWY 9R (2024-ASO-5839 THRU 5843-NRA).",navaid,advisory
KATL-6-5307,"Q) KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005
A) KATL
B) 2603280515
C) 2611070515EST
E) ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) RWY 8R, AMDT 5...
LNAV/VNAV DA 1516/HAT 492 ALL CATS, VIS ALL CATS 1 3/8. LNAV MDA 1620/HAT 596 ALL CATS, VIS CATS C/D 1 3/4. VDP 1.7NM TO RW08R. TEMPORARY CRANE 1305 MSL 3981FT SW OF RWY 8R (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 4010FT SW OF RWY 8R (2024-ASO-5839 THRU 5843-NRA).",KATL,KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005,KZTL,QPIXX,I,NBO,A,0.0,999.0,3338N08425W005,KATL,2603280515,2611070515EST,,"ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) RWY 8R, AMDT 5...
LNAV/VNAV DA 1516/HAT 492 ALL CATS, VIS ALL CATS 1 3/8. LNAV MDA 1620/HAT 596 ALL CATS, VIS CATS C/D 1 3/4. VDP 1.7NM TO RW08R. TEMPORARY CRANE 1305 MSL 3981FT SW OF RWY 8R (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 4010FT SW OF RWY 8R (2024-ASO-5839 THRU 5843-NRA).",navaid,advisory
KATL-6-5309,"Q) KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005
A) KATL
B) 2603280516
C) 2611070516EST
E) ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) RWY 09L, AMDT 4D...
LPV DA 1444/HAT 425 ALL CATS, VIS ALL CATS 1 1/4. LNAV/VNAV DA 1516/HAT 497 ALL CATS, VIS ALL CATS 1 3/8. LNAV MDA 1620/HAT 601 ALL CATS, VIS CATS C/D 1 3/4. VDP 1.7 NM TO RW09L. TEMPORARY CRANE 1305 MSL 2552FT N OF RWY 9L (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 2354FT N OF RWY 9L (2024-ASO-5839 THRU 5843-NRA).",KATL,KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005,KZTL,QPIXX,I,NBO,A,0.0,999.0,3338N08425W005,KATL,2603280516,2611070516EST,,"ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) RWY 09L, AMDT 4D...
LPV DA 1444/HAT 425 ALL CATS, VIS ALL CATS 1 1/4. LNAV/VNAV DA 1516/HAT 497 ALL CATS, VIS ALL CATS 1 3/8. LNAV MDA 1620/HAT 601 ALL CATS, VIS CATS C/D 1 3/4. VDP 1.7 NM TO RW09L. TEMPORARY CRANE 1305 MSL 2552FT N OF RWY 9L (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 2354FT N OF RWY 9L (2024-ASO-5839 THRU 5843-NRA).",navaid,advisory
KATL-6-5311,"Q) KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005
A) KATL
B) 2603280517
C) 2611070516EST
E) ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) Y RWY 08L, AMDT 4A...
LNAV/VNAV DA 1516/HAT 501 ALL CATS, VIS ALL CATS RVR 5500. LNAV MDA 1620/HAT 605 ALL CATS, VIS CATS C/D 1 3/8. VDP 1.7 NM TO RW08L. CHANGE NOTE TO READ: FOR INOP ALSF-2, INCREASE LNAV/VNAV ALL CATS VISIBILITY TO 1 3/8 SM AND LNAV CAT C/D VISIBILITY TO 1 3/4 SM. TEMPORARY CRANE 1305 MSL 4393FT SW OF RWY 8L (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 4043FT SW OF RWY 8L (2024-ASO-5839 THRU 5843-NRA).",KATL,KZTL/QPIXX/I/NBO/A/000/999/3338N08425W005,KZTL,QPIXX,I,NBO,A,0.0,999.0,3338N08425W005,KATL,2603280517,2611070516EST,,"ATL HARTSFIELD/JACKSON ATLANTA INTL, ATLANTA, GA.
RNAV (GPS) Y RWY 08L, AMDT 4A...
LNAV/VNAV DA 1516/HAT 501 ALL CATS, VIS ALL CATS RVR 5500. LNAV MDA 1620/HAT 605 ALL CATS, VIS CATS C/D 1 3/8. VDP 1.7 NM TO RW08L. CHANGE NOTE TO READ: FOR INOP ALSF-2, INCREASE LNAV/VNAV ALL CATS VISIBILITY TO 1 3/8 SM AND LNAV CAT C/D VISIBILITY TO 1 3/4 SM. TEMPORARY CRANE 1305 MSL 4393FT SW OF RWY 8L (2025-ASO-3650-NRA). TEMPORARY CRANES UP TO 1268 MSL 4043FT SW OF RWY 8L (2024-ASO-5839 THRU 5843-NRA).",navaid,advisory
KATL-03-437,"03/437 NOTAMN 
Q) KZTL/QOBXX/IV/M//000//3338N08425W005 
A) KATL 
B) 2603311951 
C) 2608311200 
E) CRANE (ASN 2025-ASO-10025-NRA) 333744N0842609W (0.6NM SW ATL) 1152FT (155FT AGL) FLAGGED AND LGTD",KATL,KZTL/QOBXX/IV/M//000//3338N08425W005,KZTL,QOBXX,IV,M,,0.0,,3338N08425W005,KATL,2603311951,2608311200,,CRANE (ASN 2025-ASO-10025-NRA) 333744N0842609W (0.6NM SW ATL) 1152FT (155FT AGL) FLAGGED AND LGTD,lighting,advisory
KATL-05-127,"05/127 NOTAMN 
 Q) KZTL/QOLAS/IV/M/E/000/014/3338N08425W005 
 A) KATL 
 B) 2605121422 
 C) 2608032359 
 E) TOWER LGT (ASR 1293650) 333711.10N0844012.40W (12.2NM W ATL) 1378.9FT (419.9FT AGL) U/S",KATL,KZTL/QOLAS/IV/M/E/000/014/3338N08425W005,KZTL,QOLAS,IV,M,E,0.0,14.0,3338N08425W005,KATL,2605121422,2608032359,,TOWER LGT (ASR 1293650) 333711.10N0844012.40W (12.2NM W ATL) 1378.9FT (419.9FT AGL) U/S,lighting,advisory
KATL-05-379,"05/379 NOTAMR 
Q) KZTL/QICAS/IV/NBO/A/000/999/3338N08425W025 
A) KATL 
B) 2605270923 
C) 2610152359EST 

E) ILS RWY 10 IM U/S",KATL,KZTL/QICAS/IV/NBO/A/000/999/3338N08425W025,KZTL,QICAS,IV,NBO,A,0.0,999.0,3338N08425W025,KATL,2605270923,2610152359EST,,ILS RWY 10 IM U/S,navaid,critical
KATL-06-069,"06/069 NOTAMN 
 Q) KZTL/QOLAS/IV/M/AE/000/014/3338N08425W005 
 A) KATL 
 B) 2606071408 
 C) 2607221407 
 E) TOWER LGT (ASR 1301422) 333552.18N0842853.79W (3.6NM SW ATL) 1336FT (398FT AGL) U/S",KATL,KZTL/QOLAS/IV/M/AE/000/014/3338N08425W005,KZTL,QOLAS,IV,M,AE,0.0,14.0,3338N08425W005,KATL,2606071408,2607221407,,TOWER LGT (ASR 1301422) 333552.18N0842853.79W (3.6NM SW ATL) 1336FT (398FT AGL) U/S,lighting,advisory
KATL-06-142,"06/142 NOTAMN 
 Q) KZTL/QOLAS/IV/M/E/000/014/3338N08425W005 
 A) KATL 
 B) 2606101432 
 C) 2609081432 
 E) TOWER LGT (ASR 1019384) 333406.40N0843431.00W (8.5NM WSW ATL) 1306.1FT (264.1FT AGL) U/S",KATL,KZTL/QOLAS/IV/M/E/000/014/3338N08425W005,KZTL,QOLAS,IV,M,E,0.0,14.0,3338N08425W005,KATL,2606101432,2609081432,,TOWER LGT (ASR 1019384) 333406.40N0843431.00W (8.5NM WSW ATL) 1306.1FT (264.1FT AGL) U/S,lighting,advisory
KORD-12-117,"12/117 NOTAMR 
Q) KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025 
A) KORD 
B) 2512221444 
C) 2612312359EST 

E) ILS RWY 09R IM U/S",KORD,KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4158N08754W025,KORD,2512221444,2612312359EST,,ILS RWY 09R IM U/S,navaid,critical
KORD-12-334,"12/334 NOTAMR 
Q) KZAU/QLPAS/IV/BO/A/000/999/4158N08754W005 
A) KORD 
B) 2512301215 
C) 2612312359EST 

E) RWY 27R PAPI U/S",KORD,KZAU/QLPAS/IV/BO/A/000/999/4158N08754W005,KZAU,QLPAS,IV,BO,A,0.0,999.0,4158N08754W005,KORD,2512301215,2612312359EST,,RWY 27R PAPI U/S,runway,critical
KORD-12-335,"12/335 NOTAMR 
Q) KZAU/QLPAS/IV/BO/A/000/999/4158N08754W005 
A) KORD 
B) 2512301217 
C) 2612312359EST 

E) RWY 09L PAPI U/S",KORD,KZAU/QLPAS/IV/BO/A/000/999/4158N08754W005,KZAU,QLPAS,IV,BO,A,0.0,999.0,4158N08754W005,KORD,2512301217,2612312359EST,,RWY 09L PAPI U/S,runway,critical
KORD-12-336,"12/336 NOTAMR 
Q) KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025 
A) KORD 
B) 2512301220 
C) 2612312359EST 

E) ILS RWY 09L IM U/S",KORD,KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4158N08754W025,KORD,2512301220,2612312359EST,,ILS RWY 09L IM U/S,navaid,critical
KORD-12-337,"12/337 NOTAMR 
Q) KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025 
A) KORD 
B) 2512301233 
C) 2612312359EST 

E) ILS RWY 09C IM U/S",KORD,KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4158N08754W025,KORD,2512301233,2612312359EST,,ILS RWY 09C IM U/S,navaid,critical
KORD-12-339,"12/339 NOTAMN 
Q) KZAU/QIIAS/IV/B/A/000/999/4158N08754W025 
A) KORD 
B) 2512301307 
C) 2612312359 

E) ILS RWY 10C IM U/S",KORD,KZAU/QIIAS/IV/B/A/000/999/4158N08754W025,KZAU,QIIAS,IV,B,A,0.0,999.0,4158N08754W025,KORD,2512301307,2612312359,,ILS RWY 10C IM U/S,navaid,critical
KORD-6-0947,"Q) KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005
A) KORD
B) 2601061731
C) 2608181731EST
E) ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) Y RWY 10R, ORIG-B...
LNAV MDA 1160/HAT 480 ALL CATS, VIS CAT C/D RVR 5000. 
VDP NA.
FOR INOP ALS, INCREASE LNAV/VNAV ALL CATS VISIBILITY AND LNAV CATS C/D VISIBILITY TO 1 3/8 SM. 
TEMPORARY CRANES, UP TO 846 MSL, 1808FT SE OF RWY 10R (2024-AGL-15036 THRU 15042-NRA).",KORD,KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4158N08754W005,KORD,2601061731,2608181731EST,,"ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) Y RWY 10R, ORIG-B...
LNAV MDA 1160/HAT 480 ALL CATS, VIS CAT C/D RVR 5000. 
VDP NA.
FOR INOP ALS, INCREASE LNAV/VNAV ALL CATS VISIBILITY AND LNAV CATS C/D VISIBILITY TO 1 3/8 SM. 
TEMPORARY CRANES, UP TO 846 MSL, 1808FT SE OF RWY 10R (2024-AGL-15036 THRU 15042-NRA).",navaid,advisory
KORD-01-863,"01/863 NOTAMR 
Q) KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025 
A) KORD 
B) 2601221245 
C) 2612302111EST 

E) ILS RWY 10L IM U/S",KORD,KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4158N08754W025,KORD,2601221245,2612302111EST,,ILS RWY 10L IM U/S,navaid,critical
KORD-01-864,"01/864 NOTAMR 
Q)ZAU/QXXXX/IV/NBO/A/000/999/4158N08754W005 
A) KORD 
B) 2601221251 
C) 2612302359 
E) NAV ILS RWY 10R(Z) IM U/S",KORD,ZAU/QXXXX/IV/NBO/A/000/999/4158N08754W005,ZAU,QXXXX,IV,NBO,A,0.0,999.0,4158N08754W005,KORD,2601221251,2612302359,,NAV ILS RWY 10R(Z) IM U/S,navaid,critical
KORD-01-865,"01/865 NOTAMR 
Q) KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025 
A) KORD 
B) 2601221442 
C) 2612312111EST 

E) ILS RWY 27L IM U/S",KORD,KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4158N08754W025,KORD,2601221442,2612312111EST,,ILS RWY 27L IM U/S,navaid,critical
KORD-01-866,"01/866 NOTAMR 
Q) KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025 
A) KORD 
B) 2601221443 
C) 2612312111EST 

E) ILS RWY 28C IM U/S",KORD,KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4158N08754W025,KORD,2601221443,2612312111EST,,ILS RWY 28C IM U/S,navaid,critical
KORD-01-867,"01/867 NOTAMR 
Q) KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025 
A) KORD 
B) 2601221444 
C) 2612312111EST 

E) ILS RWY 28R IM U/S",KORD,KZAU/QICAS/IV/NBO/A/000/999/4158N08754W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4158N08754W025,KORD,2601221444,2612312111EST,,ILS RWY 28R IM U/S,navaid,critical
KORD-02-845,"02/845 NOTAMN 
Q) KZAU/QMXLC/IV/M/A/000/999/4158N08754W005 
A) KORD 
B) 2602240847 
C) 2609291200 

E) TWY A BTN TWY U AND TXL SP CLSDTXL SPRSTRCTN>0? TO|",KORD,KZAU/QMXLC/IV/M/A/000/999/4158N08754W005,KZAU,QMXLC,IV,M,A,0.0,999.0,4158N08754W005,KORD,2602240847,2609291200,,TWY A BTN TWY U AND TXL SP CLSDTXL SPRSTRCTN>0? TO|,taxiway,advisory
KORD-02-846,"02/846 NOTAMN 
Q) KZAU/QMXLC/IV/M/A/000/999/4158N08754W005 
A) KORD 
B) 2602240847 
C) 2609301200 

E) TWY A5 BTN TWY A AND TWY B CLSDTWY BRSTRCTN>0? TO|",KORD,KZAU/QMXLC/IV/M/A/000/999/4158N08754W005,KZAU,QMXLC,IV,M,A,0.0,999.0,4158N08754W005,KORD,2602240847,2609301200,,TWY A5 BTN TWY A AND TWY B CLSDTWY BRSTRCTN>0? TO|,taxiway,advisory
KORD-03-095,"03/095 NOTAMN 
Q) KZAU/QIIAS/IV/B/A/000/999/4158N08754W025 
A) KORD 
B) 2603041253 
C) 2710242111EST 

E) ILS RWY 27R IM U/S",KORD,KZAU/QIIAS/IV/B/A/000/999/4158N08754W025,KZAU,QIIAS,IV,B,A,0.0,999.0,4158N08754W025,KORD,2603041253,2710242111EST,,ILS RWY 27R IM U/S,navaid,critical
KORD-6-5708,"Q) KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005
A) KORD
B) 2603301217
C) 2611091217EST
E) ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) RWY 9L, AMDT 4...
LNAV/VNAV DA 1100/HAT 432 ALL CATS, VIS ALL CATS RVR 4000. EXCEPT WHEN ADVISED BY ATCT THAT THIS CRANE IS DOWN. TEMPORARY CRANE 840 MSL, 6911 FT W OF RWY 9L (2025-AGL-3331-OE).",KORD,KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4158N08754W005,KORD,2603301217,2611091217EST,,"ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) RWY 9L, AMDT 4...
LNAV/VNAV DA 1100/HAT 432 ALL CATS, VIS ALL CATS RVR 4000. EXCEPT WHEN ADVISED BY ATCT THAT THIS CRANE IS DOWN. TEMPORARY CRANE 840 MSL, 6911 FT W OF RWY 9L (2025-AGL-3331-OE).",navaid,advisory
KORD-6-5972,"Q) KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005
A) KORD
B) 2603302022
C) 2611092022EST
E) ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) Z RWY 10R, ORIG-A...
LPV DA 944/HAT 264 ALL CATS. VISIBILITY RVR 2000 ALL CATS. 
TEMPORARY CRANES, UP TO 846 MSL, BEGINNING 1808FT SE OF RWY 10R (2024-AGL-15026 THRU 15039-NRA).",KORD,KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4158N08754W005,KORD,2603302022,2611092022EST,,"ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) Z RWY 10R, ORIG-A...
LPV DA 944/HAT 264 ALL CATS. VISIBILITY RVR 2000 ALL CATS. 
TEMPORARY CRANES, UP TO 846 MSL, BEGINNING 1808FT SE OF RWY 10R (2024-AGL-15026 THRU 15039-NRA).",navaid,advisory
KORD-6-6108,"Q) KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005
A) KORD
B) 2604272208
C) 2612072206EST
E) ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) RWY 4R, AMDT 1D...
LNAV/VNAV DA 1056/HAT 395 ALL CATS, VISIBILITY RVR 3500 ALL CATS. LNAV MDA 1160/HAT 499 ALL CATS, VDP 1.35 NM TO RW04R. FOR INOPERATIVE ALS, INCREASE LNAV CATS C/D VISIBILITY TO 1 3/8. TEMPORARY CRANE 845 MSL, 4873FT W OF RWY 4R (2024-AGL-15027/15028/15029-NRA). TEMPORARY CRANE 822 MSL 7342FT SW OF 10R (2025-AGL-8827-OE). TEMPORARY CRANE 788 MSL, 5934FT SW OF RWY 4R (2024-AGL-13315-OE). TEMPORARY CRANE 841 MSL 5090FT SW OF RWY 4R (2024-AGL-15026-15033-NRA).",KORD,KZAU/QPIXX/I/NBO/A/000/999/4158N08754W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4158N08754W005,KORD,2604272208,2612072206EST,,"ORD CHICAGO O'HARE INTL, CHICAGO, IL.
RNAV (GPS) RWY 4R, AMDT 1D...
LNAV/VNAV DA 1056/HAT 395 ALL CATS, VISIBILITY RVR 3500 ALL CATS. LNAV MDA 1160/HAT 499 ALL CATS, VDP 1.35 NM TO RW04R. FOR INOPERATIVE ALS, INCREASE LNAV CATS C/D VISIBILITY TO 1 3/8. TEMPORARY CRANE 845 MSL, 4873FT W OF RWY 4R (2024-AGL-15027/15028/15029-NRA). TEMPORARY CRANE 822 MSL 7342FT SW OF 10R (2025-AGL-8827-OE). TEMPORARY CRANE 788 MSL, 5934FT SW OF RWY 4R (2024-AGL-13315-OE). TEMPORARY CRANE 841 MSL 5090FT SW OF RWY 4R (2024-AGL-15026-15033-NRA).",navaid,advisory
